datetime,tradingday,open,high,low,close,close_x,close_y,trade
2020-01-03 09:00:00,2020-01-03,115.0,116.0,114.0,115.0,3000.0,2900.0,True
2020-01-03 09:01:00,2020-01-03,115.5,116.5,114.5,115.5,3000.0,2900.0,True
2020-01-03 09:02:00,2020-01-03,116.0,117.0,115.0,116.0,3000.0,2900.0,True
2020-01-03 09:03:00,2020-01-03,116.5,117.5,115.5,116.5,3000.0,2900.0,True
2020-01-03 09:04:00,2020-01-03,117.0,118.0,116.0,117.0,3000.0,2900.0,True
2020-01-03 09:05:00,2020-01-03,117.5,118.5,116.5,117.5,3000.0,2900.0,True
2020-01-03 09:06:00,2020-01-03,118.0,119.0,117.0,118.0,3000.0,2900.0,True
2020-01-03 09:07:00,2020-01-03,118.5,119.5,117.5,118.5,3000.0,2900.0,True
2020-01-03 09:08:00,2020-01-03,119.0,120.0,118.0,119.0,3000.0,2900.0,True
2020-01-03 09:09:00,2020-01-03,119.5,120.5,118.5,119.5,3000.0,2900.0,True
2020-01-03 09:10:00,2020-01-03,120.0,121.0,119.0,120.0,3000.0,2900.0,True
2020-01-03 09:11:00,2020-01-03,120.5,121.5,119.5,120.5,3000.0,2900.0,True
2020-01-03 09:12:00,2020-01-03,121.0,122.0,120.0,121.0,3000.0,2900.0,True
2020-01-03 09:13:00,2020-01-03,121.5,122.5,120.5,121.5,3000.0,2900.0,True
2020-01-03 09:14:00,2020-01-03,122.0,123.0,121.0,122.0,3000.0,2900.0,True
2020-01-03 09:15:00,2020-01-03,122.5,123.5,121.5,122.5,3000.0,2900.0,True
2020-01-03 09:16:00,2020-01-03,123.0,124.0,122.0,123.0,3000.0,2900.0,True
2020-01-03 09:17:00,2020-01-03,123.5,124.5,122.5,123.5,3000.0,2900.0,True
2020-01-03 09:18:00,2020-01-03,124.0,125.0,123.0,124.0,3000.0,2900.0,True
2020-01-03 09:19:00,2020-01-03,124.5,125.5,123.5,124.5,3000.0,2900.0,True
2020-01-03 09:20:00,2020-01-03,115.0,116.0,114.0,115.0,3000.0,2900.0,True
2020-01-03 09:21:00,2020-01-03,115.5,116.5,114.5,115.5,3000.0,2900.0,True
2020-01-03 09:22:00,2020-01-03,116.0,117.0,115.0,116.0,3000.0,2900.0,True
2020-01-03 09:23:00,2020-01-03,116.5,117.5,115.5,116.5,3000.0,2900.0,True
2020-01-03 09:24:00,2020-01-03,117.0,118.0,116.0,117.0,3000.0,2900.0,True
2020-01-03 09:25:00,2020-01-03,117.5,118.5,116.5,117.5,3000.0,2900.0,True
2020-01-03 09:26:00,2020-01-03,118.0,119.0,117.0,118.0,3000.0,2900.0,True
2020-01-03 09:27:00,2020-01-03,118.5,119.5,117.5,118.5,3000.0,2900.0,True
2020-01-03 09:28:00,2020-01-03,119.0,120.0,118.0,119.0,3000.0,2900.0,True
2020-01-03 09:29:00,2020-01-03,119.5,120.5,118.5,119.5,3000.0,2900.0,True
2020-01-03 09:30:00,2020-01-03,120.0,121.0,119.0,120.0,3000.0,2900.0,True
2020-01-03 09:31:00,2020-01-03,120.5,121.5,119.5,120.5,3000.0,2900.0,True
2020-01-03 09:32:00,2020-01-03,121.0,122.0,120.0,121.0,3000.0,2900.0,True
2020-01-03 09:33:00,2020-01-03,121.5,122.5,120.5,121.5,3000.0,2900.0,True
2020-01-03 09:34:00,2020-01-03,122.0,123.0,121.0,122.0,3000.0,2900.0,True
2020-01-03 09:35:00,2020-01-03,122.5,123.5,121.5,122.5,3000.0,2900.0,True
2020-01-03 09:36:00,2020-01-03,123.0,124.0,122.0,123.0,3000.0,2900.0,True
2020-01-03 09:37:00,2020-01-03,123.5,124.5,122.5,123.5,3000.0,2900.0,True
2020-01-03 09:38:00,2020-01-03,124.0,125.0,123.0,124.0,3000.0,2900.0,True
2020-01-03 09:39:00,2020-01-03,124.5,125.5,123.5,124.5,3000.0,2900.0,True
2020-01-03 09:40:00,2020-01-03,115.0,116.0,114.0,115.0,3000.0,2900.0,True
2020-01-03 09:41:00,2020-01-03,115.5,116.5,114.5,115.5,3000.0,2900.0,True
2020-01-03 09:42:00,2020-01-03,116.0,117.0,115.0,116.0,3000.0,2900.0,True
2020-01-03 09:43:00,2020-01-03,116.5,117.5,115.5,116.5,3000.0,2900.0,True
2020-01-03 09:44:00,2020-01-03,117.0,118.0,116.0,117.0,3000.0,2900.0,True
2020-01-03 09:45:00,2020-01-03,117.5,118.5,116.5,117.5,3000.0,2900.0,True
2020-01-03 09:46:00,2020-01-03,118.0,119.0,117.0,118.0,3000.0,2900.0,True
2020-01-03 09:47:00,2020-01-03,118.5,119.5,117.5,118.5,3000.0,2900.0,True
2020-01-03 09:48:00,2020-01-03,119.0,120.0,118.0,119.0,3000.0,2900.0,True
2020-01-03 09:49:00,2020-01-03,119.5,120.5,118.5,119.5,3000.0,2900.0,True
2020-01-03 09:50:00,2020-01-03,120.0,121.0,119.0,120.0,3000.0,2900.0,True
2020-01-03 09:51:00,2020-01-03,120.5,121.5,119.5,120.5,3000.0,2900.0,True
2020-01-03 09:52:00,2020-01-03,121.0,122.0,120.0,121.0,3000.0,2900.0,True
2020-01-03 09:53:00,2020-01-03,121.5,122.5,120.5,121.5,3000.0,2900.0,True
2020-01-03 09:54:00,2020-01-03,122.0,123.0,121.0,122.0,3000.0,2900.0,True
2020-01-03 09:55:00,2020-01-03,122.5,123.5,121.5,122.5,3000.0,2900.0,True
2020-01-03 09:56:00,2020-01-03,123.0,124.0,122.0,123.0,3000.0,2900.0,True
2020-01-03 09:57:00,2020-01-03,123.5,124.5,122.5,123.5,3000.0,2900.0,True
2020-01-03 09:58:00,2020-01-03,124.0,125.0,123.0,124.0,3000.0,2900.0,True
2020-01-03 09:59:00,2020-01-03,124.5,125.5,123.5,124.5,3000.0,2900.0,True
2020-01-03 10:00:00,2020-01-03,115.0,116.0,114.0,115.0,3000.0,2900.0,True
2020-01-03 10:01:00,2020-01-03,115.5,116.5,114.5,115.5,3000.0,2900.0,True
2020-01-03 10:02:00,2020-01-03,116.0,117.0,115.0,116.0,3000.0,2900.0,True
2020-01-03 10:03:00,2020-01-03,116.5,117.5,115.5,116.5,3000.0,2900.0,True
2020-01-03 10:04:00,2020-01-03,117.0,118.0,116.0,117.0,3000.0,2900.0,True
2020-01-03 10:05:00,2020-01-03,117.5,118.5,116.5,117.5,3000.0,2900.0,True
